date,next_return,signal,position,turnover,strategy_return,benchmark_return,strategy_equity,benchmark_equity
2020-06-01,0.047375910374150454,1.0,1.0,2.0,0.04637591037415045,0.047375910374150454,11475.658614225686,10047.678886208012
2020-06-02,-0.006871131856925672,0.0,0.0,1.0,-0.0005,-0.006871131856925672,11469.920784918573,9978.639959724827
2020-06-03,-0.033875996244458584,-1.0,-1.0,1.0,0.03337599624445858,-0.033875996244458584,11852.740817960252,9640.603589924385
2020-06-04,-0.005175273459849028,-1.0,-1.0,0.0,0.005175273459849028,-0.005175273459849028,11914.08199294191,9590.710830028524
2020-06-05,-0.0047407401463663845,-1.0,-1.0,0.0,0.0047407401463663845,-0.0047407401463663845,11970.563559752949,9545.243762164417
2020-06-08,-0.0030140776583583717,-1.0,-1.0,0.0,0.0030140776583583717,-0.0030140776583583717,12006.643767936357,9516.473656197293
2020-06-09,-0.01944935724858221,1.0,1.0,2.0,-0.02044935724858221,-0.01944935724858221,11761.115620169365,9331.38436031119
2020-06-10,0.010890980170457087,-1.0,-1.0,2.0,-0.011890980170457088,0.010890980170457087,11621.264427547478,9433.012282342252
2020-06-11,0.009889715942515531,1.0,1.0,2.0,0.00888971594251553,0.009889715942515531,11724.574167201234,9526.302094296878
2020-06-12,-0.02615127559709285,-1.0,-1.0,2.0,0.025151275597092848,-0.02615127559709285,12019.462163339067,9277.177142807757
2020-06-15,0.013070219444347275,-1.0,-1.0,0.0,-0.013070219444347275,0.013070219444347275,11862.365155261197,9398.431883888337
2020-06-16,0.038054543071688096,0.0,0.0,1.0,-0.0005,0.038054543071688096,11856.433972683566,9756.084914820092
2020-06-17,0.003501401619143918,-1.0,-1.0,1.0,-0.004001401619143918,0.003501401619143918,11808.991618588,9790.244886337348
2020-06-18,-0.0056557983269086565,-1.0,-1.0,0.0,0.0056557983269086565,-0.0056557983269086565,11875.780893626887,9734.873235689176
2020-06-19,-0.002153735236125498,-1.0,-1.0,0.0,0.002153735236125498,-0.002153735236125498,11901.358181393998,9713.906896182258
2020-06-22,0.01154070780695915,-1.0,-1.0,0.0,-0.01154070780695915,0.01154070780695915,11764.008084116565,9826.012257335102
2020-06-23,-0.030284053372981345,-1.0,-1.0,0.0,0.030284053372981345,-0.030284053372981345,12120.269932816136,9528.440777690397
2020-06-24,0.003364680525800523,-1.0,-1.0,0.0,-0.003364680525800523,0.003364680525800523,12079.489096605745,9560.500936816336
2020-06-25,-0.006606432027063014,-1.0,-1.0,0.0,0.006606432027063014,-0.006606432027063014,12159.29142024412,9497.340137232586
2020-06-26,0.0342337870935816,1.0,1.0,2.0,0.0332337870935816,0.0342337870935816,12563.390722513326,9822.470057445933
2020-06-29,-0.0027313722051119926,1.0,1.0,0.0,-0.0027313722051119926,-0.0027313722051119926,12529.07542629189,9795.641235745481
2020-06-30,0.03088945382318431,0.0,0.0,1.0,-0.0005,0.03088945382318431,12522.810888578746,10098.22324336552
2020-07-01,-0.019279067692483776,1.0,1.0,1.0,-0.019779067692483776,-0.019279067692483776,12275.121364313372,9903.538913882863
2020-07-02,0.011031063415929854,-1.0,-1.0,2.0,-0.012031063415929855,0.011031063415929854,12127.438600741083,10012.785479684035
2020-07-03,0.006168149920433796,0.0,0.0,1.0,-0.0005,0.006168149920433796,12121.374881440712,10074.545841643867
2020-07-06,-0.01512726623936389,1.0,1.0,1.0,-0.01562726623936389,-0.01512726623936389,11931.9509289813,9922.145504456645
2020-07-07,0.0035995930938090837,1.0,1.0,0.0,0.0035995930938090837,0.0035995930938090837,11974.901097140928,9957.861190890255
2020-07-08,0.022474161882496624,1.0,1.0,0.0,0.022474161882496624,0.022474161882496624,12244.026962924961,10181.655775297753
2020-07-09,-0.005413544346367649,1.0,1.0,0.0,-0.005413544346367649,-0.005413544346367649,12177.743379983045,10126.536930238728
2020-07-10,-0.02960815747102219,-1.0,-1.0,2.0,0.02860815747102219,-0.02960815747102219,12526.126180239298,9826.708830172098
2020-07-13,8.38726405192336e-05,-1.0,-1.0,0.0,-8.38726405192336e-05,8.38726405192336e-05,12525.075580961086,9827.533022189298
2020-07-14,-0.015718765854263572,1.0,1.0,2.0,-0.016718765854263573,-0.015718765854263572,12315.671775016042,9673.056331688462
2020-07-15,-0.005745567625223713,-1.0,-1.0,2.0,0.004745567625223713,-0.005745567625223713,12374.116628274438,9617.479132392145
2020-07-16,-0.0010680091261870972,1.0,1.0,2.0,-0.0020680091261870972,-0.0010680091261870972,12348.526842158662,9607.207576907836
2020-07-17,-0.029847244404751172,-1.0,-1.0,2.0,0.02884724440475117,-0.029847244404751172,12704.747814013044,9320.458904312693
2020-07-20,-0.02827443032162924,-1.0,-1.0,0.0,0.02827443032162924,-0.02827443032162924,13063.967320834226,9056.928238457094
2020-07-21,0.009118525783981424,-1.0,-1.0,0.0,-0.009118525783981424,0.009118525783981424,12944.843197978109,9139.514072123135
2020-07-22,-0.00896847765066433,0.0,0.0,1.0,-0.0005,-0.00896847765066433,12938.37077637912,9057.546544429366
2020-07-23,-0.044733956916905515,1.0,1.0,1.0,-0.045233956916905516,-0.044733956916905515,12353.117070105438,8652.366647537996
2020-07-24,0.014633225151518658,-1.0,-1.0,2.0,-0.01563322515151866,0.014633225151518658,12159.99800962541,8778.97867678491
2020-07-27,0.005316739556243233,1.0,1.0,2.0,0.004316739556243233,0.005316739556243233,12212.4895540374,8825.654219979187
2020-07-28,-0.012372569346619788,1.0,1.0,0.0,-0.012372569346619788,-0.012372569346619788,12061.389680135202,8716.458201113208
2020-07-29,-0.02303352699664718,-1.0,-1.0,2.0,0.02203352699664718,-0.02303352699664718,12327.144635269542,8515.68742582272
2020-07-30,0.01556442546039083,0.0,0.0,1.0,-0.0005,0.01556442546039083,12320.981062951907,8648.229208005925
2020-07-31,0.006710727908241676,1.0,1.0,1.0,0.0062107279082416755,0.006710727908241676,12397.5033238965,8706.265121108961
2020-08-03,0.044237382083071486,1.0,1.0,0.0,0.044237382083071486,0.044237382083071486,12945.93641531186,9091.407497787977
2020-08-04,0.007995186940385812,-1.0,-1.0,2.0,-0.008995186940385813,0.007995186940385812,12829.485297137782,9164.095000284018
2020-08-05,0.00740594590722865,-1.0,-1.0,0.0,-0.00740594590722865,0.00740594590722865,12734.470823009593,9231.963792144827
2020-08-06,-0.002601313447107678,-1.0,-1.0,0.0,0.002601313447107678,-0.002601313447107678,12767.597173203289,9207.94856058911
2020-08-07,0.015216576515417302,-1.0,-1.0,0.0,-0.015216576515417302,0.015216576515417302,12573.318053899216,9348.06201441134
2020-08-10,0.011719677142008056,-1.0,-1.0,0.0,-0.011719677142008056,0.011719677142008056,12425.962825703737,9457.61828312371
2020-08-11,0.02319598790936661,0.0,0.0,1.0,-0.0005,0.02319598790936661,12419.749844290884,9676.997082470452
2020-08-12,-0.008943578666294472,1.0,1.0,1.0,-0.009443578666294472,-0.008943578666294472,12302.462959620623,9590.450097809875
2020-08-13,-0.0074097459780853026,-1.0,-1.0,2.0,0.0064097459780853025,-0.0074097459780853026,12381.318622096598,9519.387298769601
2020-08-14,-0.008190133672613342,-1.0,-1.0,0.0,0.008190133672613342,-0.008190133672613342,12482.723276654786,9441.4222443113
2020-08-17,0.014742038550687786,-1.0,-1.0,0.0,-0.014742038550687786,0.014742038550687786,12298.702488892772,9580.608055010258
2020-08-18,0.027748759639582232,1.0,1.0,2.0,0.02674875963958223,0.027748759639582232,12627.677525646899,9846.458045129784
2020-08-19,-0.007828326668997354,1.0,1.0,0.0,-0.007828326668997354,-0.007828326668997354,12528.823940905379,9769.37675501993
2020-08-20,-0.007219738661851993,0.0,0.0,1.0,-0.0005,-0.007219738661851993,12522.559528934928,9698.844407959516
2020-08-21,0.006071748820695166,0.0,0.0,0.0,0.0,0.006071748820695166,12522.559528934928,9757.733355055649
2020-08-24,-0.0040156227377563525,1.0,1.0,1.0,-0.004515622737756353,-0.0040156227377563525,12466.012374391163,9718.549979126125
2020-08-25,0.01769164119686839,1.0,1.0,0.0,0.01769164119686839,0.01769164119686839,12686.556592474612,9890.487078310656
2020-08-26,-0.03933736825970224,-1.0,-1.0,2.0,0.03833736825970224,-0.03933736825970224,13172.925784507863,9501.421345843324
2020-08-27,-0.014376349891037754,-1.0,-1.0,0.0,0.014376349891037754,-0.014376349891037754,13362.304374674623,9364.825588113306
2020-08-28,-0.013590300562057234,-1.0,-1.0,0.0,0.013590300562057234,-0.013590300562057234,13543.902107328144,9237.554793659601
2020-08-31,-0.04052249491498694,-1.0,-1.0,0.0,0.04052249491498694,-0.04052249491498694,14092.73481160143,8863.226026506616
2020-09-01,-0.0168027247072432,-1.0,-1.0,0.0,0.0168027247072432,-0.0168027247072432,14329.531155012952,8714.299679565152
2020-09-02,-0.01594433173024412,-1.0,-1.0,0.0,0.01594433173024412,-0.01594433173024412,14558.005953287346,8575.355994677406
2020-09-03,-0.0032147055148525894,-1.0,-1.0,0.0,0.0032147055148525894,-0.0032147055148525894,14604.805655310636,8547.788750469494
2020-09-04,0.020643576878316194,0.0,0.0,1.0,-0.0005,0.020643576878316194,14597.503252482982,8724.245684679416
2020-09-07,-0.004003058037903684,1.0,1.0,1.0,-0.004503058037903684,-0.004003058037903684,14531.769848128562,8689.322022866714
2020-09-08,-0.017990844120456817,1.0,1.0,0.0,-0.017990844120456817,-0.017990844120456817,14270.331041996527,8532.993784840866
2020-09-09,-0.0006249863564575797,0.0,0.0,1.0,-0.0005,-0.0006249863564575797,14263.195876475529,8527.660780145603
2020-09-10,0.019472284406303997,0.0,0.0,0.0,0.0,0.019472284406303997,14263.195876475529,8693.713816177082
2020-09-11,-0.01702074093874506,1.0,1.0,1.0,-0.01752074093874506,-0.01702074093874506,14013.294116565225,8545.740365516343
2020-09-14,-0.01586318101398465,0.0,0.0,1.0,-0.0005,-0.01586318101398465,14006.287469506944,8410.177739199642
2020-09-15,0.010508713988725882,1.0,1.0,1.0,0.010008713988725881,0.010508713988725882,14146.472394833114,8498.55789165524
2020-09-16,-0.0035812221559435864,1.0,1.0,0.0,-0.0035812221559435864,-0.0035812221559435864,14095.810734464294,8468.122667840076
2020-09-17,0.012127675463494914,1.0,1.0,0.0,0.012127675463494914,0.012127675463494914,14266.760152446725,8570.821311340706
2020-09-18,0.00015436966145476738,1.0,1.0,0.0,0.00015436966145476738,0.00015436966145476738,14268.962507381515,8572.144386124926
2020-09-21,0.013115205314726763,1.0,1.0,0.0,0.013115205314726763,0.013115205314726763,14456.102880293962,8684.569819736436
2020-09-22,-0.01806621935461905,0.0,0.0,1.0,-0.0005,-0.01806621935461905,14448.874828853815,8527.672476372572
2020-09-23,0.00018249293562133673,1.0,1.0,1.0,-0.0003175070643786633,0.00018249293562133673,14444.287209023332,8529.228716356803
2020-09-24,-0.003386672502370125,1.0,1.0,0.0,-0.003386672502370125,-0.003386672502370125,14395.369138716196,8500.343011996692
2020-09-25,-0.021256856077405906,1.0,1.0,0.0,-0.021256856077405906,-0.021256856077405906,14089.368848753376,8319.652443982097
2020-09-28,-0.0273613111955614,0.0,0.0,1.0,-0.0005,-0.0273613111955614,14082.324164329,8092.015844423389
2020-09-29,0.012825026827284924,0.0,0.0,0.0,0.0,0.012825026827284924,14082.324164329,8195.796164714933
2020-09-30,-0.005899671068048007,1.0,1.0,1.0,-0.006399671068048007,-0.005899671068048007,13992.201921803671,8147.443663202346
2020-10-01,-0.017839994067851084,1.0,1.0,0.0,-0.017839994067851084,-0.017839994067851084,13742.581122522519,8002.0933165826655
2020-10-02,-0.0013303351831808197,1.0,1.0,0.0,-0.0013303351831808197,-0.0013303351831808197,13724.29888334751,7991.447850304519
2020-10-05,0.020920161176732455,1.0,1.0,0.0,0.020920161176732455,0.020920161176732455,14011.413428024789,8158.630227368342
2020-10-06,-0.0398380215650076,1.0,1.0,0.0,-0.0398380215650076,-0.0398380215650076,13453.2264377229,7833.60654042952
2020-10-07,-0.02619041891455043,-1.0,-1.0,2.0,0.025190418914550428,-0.02619041891455043,13792.118847441447,7628.441103523908
2020-10-08,-0.016081249485248694,-1.0,-1.0,0.0,0.016081249485248694,-0.016081249485248694,14013.913351557352,7505.766238954614
2020-10-09,0.02706089125327993,1.0,1.0,2.0,0.026060891253279928,0.02706089125327993,14379.128423445176,7708.878962919505
2020-10-12,0.0055016444583630975,1.0,1.0,0.0,0.0055016444583630975,0.0055016444583630975,14458.237275652114,7751.290474146043
2020-10-13,0.014313176784355841,1.0,1.0,0.0,0.014313176784355841,0.014313176784355841,14665.180581768687,7862.236065009389
2020-10-14,-0.019921782320952652,-1.0,-1.0,2.0,0.01892178232095265,-0.019921782320952652,14942.671936434375,7705.6063095663285
2020-10-15,-0.01955785995991044,1.0,1.0,2.0,-0.02055785995991044,-0.01955785995991044,14635.482579338273,7554.901140457629
2020-10-16,0.008496539326972252,-1.0,-1.0,2.0,-0.009496539326972253,0.008496539326972252,14496.49614345437,7619.091655108914
2020-10-19,0.0014499881746117271,-1.0,-1.0,0.0,-0.0014499881746117271,0.0014499881746117271,14475.476395473057,7630.139247910105
2020-10-20,0.010330291559674132,-1.0,-1.0,0.0,-0.010330291559674132,0.010330291559674132,14325.94050384264,7708.960810981928
2020-10-21,-0.002973647761705278,-1.0,-1.0,0.0,0.002973647761705278,-0.002973647761705278,14368.540804756216,7686.037076921279
2020-10-22,0.00542122904388731,1.0,1.0,2.0,0.00442122904388731,0.00542122904388731,14432.067414680485,7727.704844355078
2020-10-23,0.0032514179578360114,1.0,1.0,0.0,0.0032514179578360114,0.0032514179578360114,14478.992097841277,7752.830842658871
2020-10-26,0.014503989752078672,1.0,1.0,0.0,0.014503989752078672,0.014503989752078672,14688.995250848795,7865.277821750395
2020-10-27,0.015038100345042382,1.0,1.0,0.0,0.015038100345042382,0.015038100345042382,14909.88983539891,7983.556658875514
2020-10-28,-0.028348128821472418,0.0,0.0,1.0,-0.0005,-0.028348128821472418,14902.43489048121,7757.237766256187
2020-10-29,-0.03925940037294895,0.0,0.0,0.0,-0.0,-0.03925940037294895,14902.43489048121,7452.693263002574
2020-10-30,0.0186023241314337,-1.0,-1.0,1.0,-0.0191023241314337,0.0186023241314337,14617.763748855652,7591.3306787331
2020-11-02,0.02201794637250809,-1.0,-1.0,0.0,-0.02201794637250809,0.02201794637250809,14295.910610547355,7758.476190513421
2020-11-03,-0.017810695092276063,1.0,1.0,2.0,-0.018810695092276064,-0.017810695092276063,14026.994594985916,7620.292336703504
2020-11-04,-0.03253597411551212,-1.0,-1.0,2.0,0.03153597411551212,-0.03253597411551212,14469.349533451821,7372.3587024838835
2020-11-05,0.002185010441856372,-1.0,-1.0,0.0,-0.002185010441856372,0.002185010441856372,14437.733853634358,7388.46738322992
2020-11-06,0.017303081667553233,-1.0,-1.0,0.0,-0.017303081667553233,0.017303081667553233,14187.916565670525,7516.310637760002
2020-11-09,0.03329910843364603,-1.0,-1.0,0.0,-0.03329910843364603,0.03329910843364603,13715.47159350274,7766.597080707739
2020-11-10,0.009740489044389067,-1.0,-1.0,0.0,-0.009740489044389067,0.009740489044389067,13581.876192707596,7842.247534484557
2020-11-11,-0.006271154252754596,-1.0,-1.0,0.0,0.006271154252754596,-0.006271154252754596,13667.050233353879,7793.0675905075195
2020-11-12,-0.015554116758723868,-1.0,-1.0,0.0,0.015554116758723868,-0.015554116758723868,13879.62912843081,7671.853307296139
2020-11-13,0.0006063069798880605,0.0,0.0,1.0,-0.0005,0.0006063069798880605,13872.689313866595,7676.50480550503
2020-11-16,-0.004974351401585864,1.0,1.0,1.0,-0.005474351401585864,-0.004974351401585864,13796.745337677465,7638.319173066486
2020-11-17,-0.017712479061706365,-1.0,-1.0,2.0,0.016712479061706365,-0.017712479061706365,14027.323155253096,7503.025604646916
2020-11-18,0.037981126188364245,-1.0,-1.0,0.0,-0.037981126188364245,0.037981126188364245,13494.549624408462,7787.998966931538
2020-11-19,0.033068016095193054,-1.0,-1.0,0.0,-0.033068016095193054,0.033068016095193054,13048.311640231143,8045.532642119378
2020-11-20,0.021067732447582976,1.0,1.0,2.0,0.020067732447582975,0.021067732447582976,13310.161667119986,8215.033771221844
